3	3	0	2	119
4	4	0	10	157
3	2	0	6	381
3	4	0	2	714
1	1	0	6	341
1	3	0	10	997
2	1	1	9	897
4	1	0	2	655
4	1	0	8	492
2	2	0	1	120
3	1	0	9	645
1	3	0	7	811
1	2	1	2	771
5	4	1	9	888
3	3	0	4	660
1	3	0	8	369
2	1	1	5	101
1	4	1	8	258
4	3	0	1	871
1	3	0	2	750
2	2	0	6	516
3	2	1	4	505
4	5	0	3	808
3	2	1	9	657
5	4	1	10	220
1	3	0	4	548
5	3	1	3	668
3	3	1	2	613
3	2	1	5	780
5	1	1	8	173
2	2	0	5	759
3	3	0	7	644
2	1	1	4	264
5	2	1	7	850
1	1	0	3	469
3	3	0	1	434
2	1	1	3	647
3	5	1	10	683
3	1	1	5	110
1	1	1	9	919
3	4	0	10	330
1	2	1	9	847
3	2	1	9	549
4	3	0	6	804
3	2	0	4	871
3	3	1	6	432
3	2	1	4	438
5	2	0	9	193
3	5	0	1	397
5	4	1	7	836
2	5	0	8	906
2	1	0	1	986
1	5	1	3	946
3	2	1	5	688
5	3	1	1	271
1	2	0	4	563
2	5	1	2	581
5	5	0	1	309
2	1	1	3	980
2	1	1	4	877
1	3	1	7	769
4	2	1	10	233
1	1	1	4	954
1	1	0	10	191
5	3	0	2	543
4	5	0	3	889
4	2	1	3	799
5	2	0	7	764
5	5	0	7	971
3	5	1	4	616
2	5	0	1	704
1	1	1	8	268
4	1	0	6	249
5	5	0	2	357
5	2	0	5	221
1	1	1	6	460
2	5	1	7	509
5	2	0	9	108
1	3	1	8	205
1	5	1	6	268
2	4	1	3	420
3	5	1	3	172
1	5	0	1	461
3	5	0	9	929
5	3	1	3	197
4	3	1	7	932
3	3	1	1	142
3	1	1	7	176
3	1	1	9	315
1	2	1	9	848
5	1	0	3	921
1	2	1	2	199
1	5	1	9	272
1	2	1	7	585
3	1	1	3	655
1	4	0	6	805
5	4	1	7	692
5	1	0	2	803
1	2	0	9	926
1	4	0	1	140
1	5	1	8	450
2	5	1	6	504
1	4	0	8	495
3	1	1	7	757
3	3	0	10	172
3	4	0	9	453
2	2	1	6	948
3	1	0	2	171
1	3	0	4	832
1	3	0	9	550
2	1	1	8	354
3	5	0	1	669
5	4	1	3	881
2	3	1	3	378
2	3	0	4	722
1	3	0	10	121
2	2	1	5	738
1	4	1	4	651
2	5	1	10	645
4	4	1	7	733
5	3	0	3	657
2	5	1	1	649
4	4	1	10	878
4	1	0	10	545
5	1	1	3	794
1	1	0	4	297
5	2	0	10	270
2	1	0	6	844
1	1	1	3	281
4	4	1	10	454
4	1	0	7	161
4	3	1	4	453
1	3	1	6	539
3	3	0	3	590
3	5	1	6	114
2	3	1	1	387
1	5	0	3	272
1	2	0	1	312
5	1	0	1	716
4	3	0	3	202
3	2	0	1	606
5	2	0	6	119
2	5	1	5	575
1	4	0	4	131
4	5	0	5	349
2	1	1	1	584
5	2	0	8	968
5	2	0	7	948
2	1	0	9	729
1	5	0	10	828
1	4	0	4	398
1	2	0	5	526
1	1	1	2	463
4	4	1	5	567
2	3	0	6	767
1	2	0	2	392
4	4	0	8	859
5	2	0	1	421
4	2	1	6	295
2	3	1	2	489
3	4	0	1	879
1	3	0	3	780
4	4	1	5	514
4	1	1	2	908
2	1	1	7	495
5	1	0	10	283
3	3	0	10	528
3	1	1	2	526
2	5	1	5	204
3	3	1	2	965
3	1	0	9	315
2	1	1	3	348
3	1	0	3	990
3	1	0	9	637
1	5	1	6	313
1	3	0	5	890
2	1	1	3	813
1	1	0	6	438
4	5	0	7	112
3	4	0	1	188
4	5	0	3	284
3	5	1	3	386
2	1	1	5	201
3	4	1	9	463
1	3	0	6	886
5	3	1	7	590
5	2	0	5	224
3	1	0	9	238
3	1	1	8	489
2	3	0	4	964
5	2	1	5	217
5	2	0	5	510
5	4	1	2	295
4	4	1	2	808
3	4	1	5	906
2	2	1	9	321
2	3	0	4	181
5	5	1	5	712
4	5	1	9	825
5	5	0	7	479
4	5	0	1	232
4	2	0	7	992
2	3	0	9	895
1	4	0	10	614
1	4	1	4	897
1	3	0	1	511
1	2	1	7	810
5	1	1	1	658
3	4	1	10	215
2	4	0	1	983
5	4	0	5	480
5	4	1	3	121
3	1	0	9	405
3	4	1	7	497
5	3	0	2	497
2	4	0	6	292
4	2	1	2	554
4	1	0	3	857
1	1	1	1	311
1	3	0	10	943
3	1	1	5	878
5	3	0	2	777
4	4	0	7	646
5	2	0	1	670
3	1	1	2	488
2	2	1	9	647
1	4	0	10	304
2	5	1	9	576
2	2	0	1	710
4	2	1	4	920
4	5	1	7	571
5	3	0	6	480
1	1	0	10	617
2	4	0	9	904
4	3	1	2	986
3	1	0	7	311
4	1	0	8	190
3	3	1	1	226
5	3	0	2	261
3	4	0	9	893
1	5	0	9	575
4	2	1	4	492
3	4	1	6	636
3	1	0	10	104
3	2	0	8	157
5	4	1	10	824
4	3	0	7	395
2	5	1	3	296
5	5	1	2	117
1	3	0	4	405
4	5	0	5	297
1	5	0	4	864
2	5	0	8	843
2	4	1	8	120
4	4	1	4	991
2	5	1	7	631
5	2	1	5	271
2	4	0	4	830
4	5	0	3	731
3	2	0	3	188
2	1	0	9	364
2	3	1	10	868
4	3	0	7	911
2	3	1	7	111
2	2	0	6	785
3	3	0	6	433
1	3	0	3	839
3	2	0	7	967
3	1	1	4	808
4	3	0	3	997
1	5	1	1	312
4	2	1	3	867
4	2	0	9	808
1	4	0	10	265
4	1	1	9	427
2	5	0	9	711
2	2	0	1	397
1	2	1	6	227
4	4	1	6	813
1	2	0	8	141
2	1	1	8	605
2	4	0	10	565
1	1	0	10	886
4	3	1	9	989
3	2	0	10	610
2	2	1	2	488
4	5	1	8	243
5	3	0	6	576
5	5	0	4	438
5	2	1	1	394
4	3	1	5	912
3	1	0	4	449
5	5	1	3	903
5	1	0	2	209
4	1	0	6	169
5	4	0	1	664
4	2	0	5	872
5	4	1	2	114
4	4	1	5	324
3	2	1	4	579
4	1	1	1	667
3	3	1	10	713
3	4	1	1	283
2	3	0	1	555
4	5	0	8	203
3	4	1	1	138
5	5	0	8	411
5	1	1	9	490
5	2	0	6	713
3	5	0	9	338
1	2	1	5	926
4	5	1	6	354
4	2	1	9	909
4	2	1	8	829
2	4	0	2	149
4	2	1	3	875
3	1	1	4	922
3	2	0	1	736
5	1	1	5	330
5	5	0	10	411
1	5	1	8	476
3	2	1	5	907
1	4	1	8	181
2	3	1	7	463
3	3	0	4	116
5	1	1	5	601
4	5	0	7	302
2	2	0	3	874
5	5	1	9	742
2	4	1	6	872
5	5	0	1	651
1	3	1	3	197
1	3	1	2	523
5	4	0	4	321
2	3	0	5	723
2	2	0	7	505
5	4	1	6	882
2	1	1	4	863
4	3	0	4	998
4	5	0	10	657
1	4	1	2	546
2	4	1	4	259
1	2	1	1	114
1	2	0	9	886
1	5	0	6	185
4	5	1	4	878
5	2	0	2	747
2	4	0	2	755
3	2	0	4	876
4	5	1	5	115
3	3	0	7	681
1	3	0	3	394
3	2	0	4	153
5	4	1	10	396
4	5	0	7	606
5	2	0	10	857
2	5	0	2	464
1	4	1	9	634
2	1	0	2	766
3	2	1	10	822
2	1	0	5	495
1	2	0	8	969
4	2	1	10	887
2	3	0	10	406
5	4	1	5	359
1	5	1	7	505
3	2	1	3	197
3	2	1	5	489
3	4	0	2	676
1	2	1	1	588
1	5	0	2	200
5	5	1	4	640
4	4	0	3	373
5	4	1	8	396
2	5	1	3	110
1	4	1	3	390
5	4	1	8	328
2	2	1	5	476
2	1	0	2	749
1	5	1	10	710
2	5	0	1	265
4	2	0	9	537
4	1	0	9	615
1	3	0	2	587
3	1	1	4	983
1	2	1	5	566
1	4	1	4	140
2	4	0	4	765
1	4	0	6	577
5	2	1	8	913
2	5	0	10	727
4	2	0	9	206
5	5	1	10	177
3	5	1	6	231
2	2	0	4	733
4	1	0	3	177
1	1	1	3	856
3	2	0	5	775
1	2	1	4	692
4	1	0	4	709
3	2	0	7	987
2	1	0	6	198
2	3	0	6	478
5	5	1	4	731
2	4	0	6	207
3	2	1	6	465
2	4	1	8	843
1	2	1	8	357
4	1	0	7	765
1	5	1	1	510
1	3	0	5	365
1	2	0	9	906
5	3	0	3	387
1	3	1	7	582
5	3	0	2	630
1	5	1	8	902
2	5	0	7	180
2	4	0	6	293
2	2	1	1	431
4	3	1	5	503
5	4	1	10	937
4	1	1	9	217
3	5	1	9	655
1	1	0	3	141
3	2	0	7	512
2	1	0	1	572
3	2	1	4	905
2	1	1	3	578
2	5	0	5	995
3	2	1	4	337
1	1	1	7	193
4	5	1	2	892
2	2	0	9	555
5	5	1	2	330
3	3	1	6	641
2	3	1	8	424
3	5	0	2	491
4	3	1	5	292
3	3	1	10	557
2	4	0	1	360
3	4	0	4	427
2	1	1	8	604
2	1	0	1	810
3	2	1	4	226
3	4	0	7	570
5	1	0	1	375
2	5	0	3	870
4	4	0	3	772
1	4	0	7	352
2	5	1	8	928
4	5	0	5	726
4	3	0	1	239
1	1	0	8	895
1	1	1	10	359
2	2	0	9	949
4	1	1	8	202
3	4	1	6	670
5	4	1	8	379
3	5	1	6	636
3	2	0	2	227
5	3	0	5	316
4	5	1	5	571
3	3	0	3	498
1	1	1	4	461
3	1	1	6	291
2	1	0	8	747
5	4	0	7	606
2	3	1	1	759
1	2	1	3	711
5	3	1	2	268
4	4	1	6	934
1	2	0	5	847
5	2	0	8	717
5	5	0	8	526
5	2	1	10	290
5	1	0	7	426
5	5	0	2	503
4	4	1	3	354
5	3	1	7	418
1	3	1	5	884
5	4	0	10	210
1	3	0	3	774
1	1	0	1	302
1	3	0	1	397
5	3	0	1	582
1	5	0	5	688
4	5	1	7	329
5	1	0	9	125
2	2	1	10	171
5	1	1	3	589
5	4	1	9	787
2	3	0	6	225
4	5	0	9	767
5	1	1	5	291
1	2	1	6	928
3	3	1	9	733
3	4	1	10	595
1	3	1	10	572
4	2	0	10	104
1	1	1	2	713
4	5	0	6	148
1	4	1	9	973
4	1	1	9	946
1	4	0	6	192
1	5	0	1	864
1	5	0	10	788
1	3	1	2	798
4	4	1	8	759
3	3	0	5	795
2	5	0	5	203
3	1	1	5	204
1	4	0	5	517
5	5	0	6	632
5	2	0	6	345
4	3	0	2	682
5	1	0	5	116
4	3	0	8	580
5	5	1	3	935
1	3	1	2	285
4	3	1	4	711
5	3	0	1	165
1	5	0	2	733
2	3	0	3	663
3	1	0	9	447
5	5	1	6	541
2	5	1	4	618
3	5	0	4	936
2	1	0	3	742
1	1	1	8	657
2	4	1	8	923
1	4	0	6	357
1	2	0	5	393
2	5	1	6	722
5	4	1	2	502
2	1	0	7	720
1	5	0	4	738
5	4	1	1	778
5	4	0	1	866
4	5	0	5	722
5	2	0	2	276
5	5	1	1	449
1	5	1	7	420
2	2	1	9	955
2	5	0	5	382
5	4	1	8	409
5	2	0	8	722
1	5	1	3	946
5	3	1	5	979
4	1	1	3	421
1	4	0	6	349
4	4	1	7	732
2	3	1	3	681
3	5	1	9	133
4	3	0	4	795
5	3	0	10	514
3	1	1	4	194
5	5	1	10	195
4	3	0	2	477
1	4	1	8	912
4	3	0	8	963
3	1	1	8	961
1	2	1	10	595
2	1	1	7	450
2	2	0	6	538
4	2	0	10	195
4	1	1	3	812
2	4	0	5	822
1	2	1	4	878
3	3	0	6	587
2	4	1	6	358
5	4	1	9	922
5	2	1	3	567
5	4	1	3	281
5	3	0	1	122
4	5	1	4	707
2	5	1	2	481
4	3	0	1	161
3	2	1	6	603
4	4	0	10	815
3	3	0	5	495
5	1	1	10	809
3	1	0	10	289
3	5	0	2	691
1	5	1	6	756
4	4	1	6	247
4	5	0	5	467
5	1	1	2	449
2	1	1	9	846
5	2	0	4	423
3	1	0	5	434
4	1	1	7	743
1	1	1	7	533
2	2	0	3	777
1	1	0	3	764
5	5	0	9	948
1	1	1	1	493
1	1	1	4	338
4	2	1	7	234
4	1	0	10	844
2	1	1	9	310
4	1	0	8	381
1	3	1	4	415
5	2	1	10	497
2	4	0	2	351
2	5	0	5	937
3	1	1	9	371
5	5	0	1	614
4	4	0	5	541
1	2	0	9	224
4	1	1	1	781
4	4	1	8	869
5	5	1	6	562
5	1	0	1	655
2	1	0	5	549
3	1	1	9	353
5	2	0	6	942
1	3	0	8	335
4	1	0	6	660
3	2	0	9	236
1	3	1	2	737
1	5	1	6	956
5	2	0	7	588
4	2	1	10	728
4	5	1	9	761
2	5	1	1	832
3	1	0	9	269
3	4	0	8	979
2	5	1	9	570
2	1	1	5	391
2	1	1	7	524
5	3	1	8	541
3	2	1	6	783
5	2	1	5	140
3	3	0	2	338
1	2	1	4	883
2	5	0	2	205
4	2	1	6	136
5	4	1	8	306
2	5	0	7	129
4	2	0	6	789
5	5	1	8	197
5	5	1	6	456
5	3	0	2	550
4	4	0	4	933
4	5	0	7	700
1	2	1	3	897
3	4	1	5	321
2	5	0	5	625
4	3	0	9	571
2	5	1	5	583
5	5	1	4	832
1	1	1	4	923
1	2	0	6	950
3	4	0	5	470
2	1	0	1	998
3	3	0	7	143
4	2	0	10	342
2	3	0	1	240
1	2	0	10	424
5	5	0	7	358
3	1	1	9	888
2	2	1	6	995
1	4	0	8	819
2	1	0	6	368
3	5	0	7	516
1	4	1	5	657
3	2	1	8	801
2	2	1	9	103
1	3	0	10	263
4	2	1	8	686
4	4	0	1	936
4	3	1	9	403
3	2	0	1	991
3	1	1	3	139
2	2	0	4	930
1	5	0	6	296
5	4	1	6	500
2	1	0	8	266
2	4	1	8	985
5	2	0	5	582
5	1	1	4	816
2	5	1	4	615
4	5	1	10	411
1	1	0	1	954
2	4	0	3	947
5	3	1	5	703
5	5	1	4	989
4	2	0	1	525
3	3	1	3	339
5	5	1	10	362
4	2	1	1	668
4	2	0	7	393
1	3	1	7	911
5	4	1	9	255
3	3	0	9	329
3	4	0	2	802
2	4	0	4	761
3	2	1	2	775
3	1	0	4	723
1	2	1	10	272
3	1	1	3	677
1	3	0	8	739
5	3	1	10	104
2	4	0	3	753
1	4	0	1	898
2	2	1	10	773
4	5	1	1	926
4	3	0	2	309
3	5	1	1	908
1	2	0	6	107
5	2	1	3	666
5	5	0	7	633
2	3	1	9	975
4	1	1	8	582
5	4	0	4	733
3	4	0	3	208
2	3	0	3	493
4	4	0	1	986
5	5	1	1	732
4	2	0	10	899
2	4	1	6	501
5	3	0	1	981
5	5	0	9	842
4	4	0	9	1000
5	5	0	10	877
1	4	0	6	889
3	4	1	10	558
5	5	1	6	408
3	4	1	8	334
4	3	1	1	661
2	3	1	10	121
3	1	1	10	960
1	4	1	3	856
4	5	0	1	181
2	5	1	1	636
3	2	0	7	101
3	1	1	7	213
4	3	0	7	390
1	1	0	4	638
5	5	1	7	486
2	2	1	4	351
5	2	1	4	855
1	5	1	3	965
3	1	0	2	203
4	2	1	1	915
2	2	1	3	589
2	5	1	4	154
5	5	1	3	930
2	3	1	1	801
3	4	1	10	175
2	5	1	10	933
2	1	0	2	454
1	3	0	7	316
2	5	0	7	332
3	2	1	3	367
2	2	0	5	835
1	5	1	8	396
1	3	1	4	398
3	4	0	5	569
3	3	1	4	546
2	2	1	8	970
3	4	0	4	723
5	2	0	10	680
4	3	1	4	167
2	2	0	2	874
3	3	1	7	779
1	5	0	1	687
4	3	1	3	766
5	1	0	1	958
4	4	0	9	171
5	3	1	8	763
3	3	0	1	513
4	5	1	5	131
2	2	1	10	831
5	5	1	7	204
1	2	0	6	937
4	4	0	3	641
5	2	0	5	345
3	1	1	1	462
4	4	1	6	461
4	5	0	2	211
1	2	0	3	642
1	4	1	2	136
3	4	0	3	250
2	2	1	4	114
5	5	0	4	581
4	2	0	9	769
3	2	1	6	495
3	1	1	4	988
4	1	0	7	315
4	4	1	1	911
5	2	0	7	143
5	3	1	10	207
3	5	0	7	491
2	1	0	9	601
5	1	0	8	156
1	1	0	6	858
1	1	0	7	400
4	1	0	5	731
1	1	1	5	798
2	4	1	3	480
4	4	1	3	731
4	5	0	7	442
5	2	1	9	929
1	1	0	3	463
2	1	0	4	591
2	1	1	6	611
1	4	0	8	378
1	2	0	9	693
3	5	0	6	674
4	5	0	10	631
4	2	1	1	760
5	4	0	5	799
3	1	0	5	392
2	4	1	4	957
4	2	0	10	869
1	5	0	7	688
1	4	0	9	761
2	2	1	7	175
1	1	1	9	697
5	2	1	8	339
3	2	1	3	336
5	1	0	7	243
2	2	1	5	670
2	4	0	3	335
1	3	1	1	624
5	5	1	7	580
5	3	1	10	478
1	1	1	5	266
5	2	0	10	203
5	5	0	5	780
1	5	0	6	583
1	4	0	5	121
2	1	0	5	839
4	5	1	5	522
4	5	1	5	767
3	3	1	3	724
3	2	1	1	532
4	5	1	8	512
1	5	1	6	800
3	4	0	8	374
4	3	1	9	557
3	5	0	6	521
5	4	1	4	647
1	3	1	10	898
1	2	0	9	385
1	1	1	2	252
2	4	0	6	612
3	5	1	5	209
2	3	1	3	368
1	1	0	3	896
5	2	1	1	113
2	4	1	7	818
2	3	1	8	865
5	2	0	3	260
1	1	1	2	670
5	4	0	3	254
5	1	1	1	345
5	2	1	8	692
4	2	1	7	574
3	2	0	2	318
5	1	0	2	868
2	3	0	5	477
4	3	1	5	717
2	4	1	6	957
5	4	0	1	277
3	2	0	2	984
1	3	1	8	787
2	4	1	5	947
2	3	0	8	949
5	4	0	8	216
2	3	1	4	334
4	3	1	4	668
5	2	1	2	746
1	3	1	9	500
5	2	1	9	569
3	4	1	1	931
5	2	0	5	953
5	4	1	10	949
1	1	1	10	1000
5	4	0	4	350
3	5	1	9	782
2	5	1	2	963
2	2	0	9	157
3	1	0	4	781
3	5	0	5	533
2	4	1	1	915
5	5	0	4	686
1	4	1	2	797
2	5	0	4	212
2	4	1	4	435
3	2	0	4	115
5	3	0	9	927
5	3	1	10	968
4	2	1	9	594
1	4	0	1	729
2	4	1	8	555
2	4	1	10	274
3	3	1	8	627
5	4	1	7	327
1	2	0	4	561
5	2	1	7	802
5	3	1	2	165
3	4	1	4	522
3	3	0	7	856
1	1	1	3	211
1	1	0	4	471
3	3	1	7	488
2	1	0	7	285
2	1	1	10	131
3	3	0	6	354
2	2	1	9	173
5	2	1	7	892
3	2	1	5	909
2	3	1	2	120
3	3	1	7	390
2	5	0	8	391
2	2	0	6	401
1	5	1	5	557
2	5	0	1	199
2	5	1	9	717
4	5	0	2	154
4	3	0	5	618
2	1	0	7	639
4	1	1	10	888
1	1	0	5	512
2	2	0	2	778
4	5	0	7	662
3	4	1	7	359
3	4	1	1	307
3	2	0	2	787
3	3	1	8	213
4	1	0	8	392
1	2	0	7	982
3	4	0	4	158
4	4	1	10	975
2	1	1	4	964
4	5	1	3	699
4	5	1	4	487
5	1	0	10	457
2	1	0	6	467
2	4	1	9	618
5	1	0	2	692
1	1	1	3	202
3	2	1	8	356
5	1	1	2	290
2	2	0	9	227
1	2	1	8	205
3	2	1	9	366
2	2	1	9	411
3	1	1	5	837
4	5	1	10	688
3	4	1	3	330
1	2	1	2	677
2	5	0	3	539
1	2	0	1	182
4	2	0	6	877
5	4	0	4	162
4	5	0	1	259
1	1	0	5	284
2	4	1	4	544
5	1	1	2	345
4	1	1	3	252
1	5	0	4	479
1	1	1	3	532
2	5	1	3	650
1	2	1	6	572
3	2	0	6	914
4	1	1	8	128
3	4	0	7	440
4	4	1	3	142
1	5	0	6	830
1	3	1	2	855
2	5	1	5	549
1	1	0	5	777
3	5	0	10	818
4	2	0	1	708
1	2	1	3	889
4	4	0	5	116
4	4	1	6	844
3	4	1	10	857
1	4	0	1	698
2	1	0	3	110
4	3	1	6	648
1	2	0	9	211
5	1	1	8	544
5	1	1	8	729
5	2	1	4	439
1	2	0	8	621
2	3	0	6	559
4	2	0	9	537
5	5	0	8	115
1	3	1	2	703
4	5	0	1	411
3	1	0	6	900
1	1	0	8	981
4	3	1	9	492
4	1	1	5	853
2	3	1	5	416
5	5	0	6	927
4	5	0	10	788
3	5	0	7	531
5	2	0	6	138
5	2	1	4	176
3	2	1	6	595
5	2	0	1	256
2	1	1	6	137
3	4	1	9	212
2	5	1	3	443
2	2	0	10	910
4	1	1	4	377
4	4	0	10	354
4	4	0	5	766
5	4	0	2	847
4	3	0	10	992
1	3	0	9	615
4	5	0	10	515
5	3	1	10	323
5	5	1	9	854
2	4	0	6	1000
4	2	0	4	802
1	1	0	10	258
3	1	0	1	356
3	3	1	6	668
3	3	1	1	326
2	3	1	10	825
1	4	1	6	927
5	3	1	8	157
2	1	0	5	321
5	1	0	5	529
2	3	0	7	342
4	5	0	5	337
2	4	1	9	567
5	4	0	4	240
3	5	1	2	452
4	5	0	7	190
2	2	0	2	756
5	4	0	9	299
3	1	1	8	254
5	2	1	6	419
5	4	1	2	767
5	1	0	2	670
4	1	0	10	690
5	3	0	2	364
3	4	1	1	267
1	3	0	7	850
2	3	1	6	759
5	1	1	4	384
3	5	1	2	775
2	3	1	10	798
2	2	0	1	556
5	1	1	2	104
1	2	1	10	210
2	4	0	7	621
3	5	0	1	895
5	3	0	1	158
2	4	0	6	941
4	3	1	4	568
1	5	0	10	893
1	2	0	5	298
5	5	1	4	487
4	5	1	3	438
3	2	1	8	942
5	4	1	4	332
5	1	0	8	412
5	5	1	10	355
5	2	1	9	725
4	5	1	1	874
1	5	1	4	453
3	3	0	8	856
3	2	1	3	562
1	4	0	3	599
2	5	0	6	521
2	3	0	9	452
1	2	1	10	267
5	2	1	4	370
2	2	0	8	903
4	2	0	9	851
2	5	0	2	172
5	2	0	3	311
2	3	1	9	856
3	3	0	4	458
4	2	0	5	498
4	2	0	2	244
4	5	0	3	338
2	1	0	3	945
1	5	0	5	155
2	5	0	3	578
2	3	1	10	981
5	1	0	3	272
3	1	1	1	127
2	1	1	8	155
5	4	0	5	138
4	5	0	9	566
4	1	0	9	519
3	5	0	1	882
3	2	0	8	998
1	5	0	10	249
2	3	0	4	970
5	3	0	1	569
5	4	1	4	720
4	1	0	8	583
4	1	1	6	629
2	1	0	5	285
1	1	0	6	599
2	5	1	5	111
5	2	0	8	156
2	4	1	8	229
2	1	0	7	680
5	5	1	3	529
2	5	0	2	669
1	1	0	5	536
2	2	1	10	278
1	4	1	4	296
3	3	0	10	536
3	3	0	6	993
4	4	1	5	607
2	2	0	10	559
3	1	0	10	591
2	2	1	6	350
3	1	1	3	869
5	2	0	5	868
3	4	0	2	599
5	3	1	6	434
1	5	0	10	215
3	3	1	1	186
5	3	0	9	339
2	4	0	4	362
1	5	1	8	674
1	5	1	4	516
1	2	1	6	891
2	1	1	6	918
1	4	1	3	523
5	2	0	8	525
4	1	0	6	705
1	3	0	3	996
3	5	0	10	623
4	4	1	8	440
1	3	1	9	510
2	1	0	10	117
1	5	0	4	993
2	2	0	4	691
1	1	1	6	851
2	1	1	7	371
2	4	1	6	711
5	4	0	5	192
5	5	1	9	487
2	3	0	4	777
3	1	0	4	730
3	2	1	2	427
5	3	0	7	546
3	1	0	9	182
1	1	1	3	611
4	1	0	7	750
5	5	1	10	867
1	3	1	9	109
4	2	0	7	116
3	5	0	6	282
4	2	1	6	725
5	5	0	6	530
5	5	0	5	580
5	4	1	2	195
1	2	1	7	100
3	2	1	2	780
3	2	0	7	671
4	2	0	3	629
5	5	1	9	488
3	5	1	8	288
5	3	1	1	975
5	1	0	8	430
3	3	1	4	130
1	1	1	5	360
3	5	0	4	676
2	5	1	8	200
2	3	0	2	258
5	4	1	7	301
1	3	1	7	853
3	4	1	5	168
2	3	1	4	196
4	4	0	3	128
1	5	1	5	256
1	2	0	6	767
3	3	0	10	115
3	3	0	2	764
1	5	0	6	456
4	3	0	7	669
4	4	0	10	828
5	1	1	4	640
1	5	1	8	921
2	1	0	6	849
5	2	0	8	902
4	4	1	10	382
5	4	1	7	686
3	2	0	6	360
4	4	1	2	761
2	4	0	4	716
2	5	0	6	452
3	4	1	10	997
4	2	1	2	407
3	2	0	5	655
4	4	0	7	512
4	5	0	8	545
2	5	0	10	455
1	4	1	7	798
2	2	0	2	926
3	3	1	1	195
5	2	1	8	816
2	3	0	4	308
5	2	1	9	480
1	5	1	2	903
2	5	1	10	666
4	1	0	3	154
4	2	1	2	995
4	4	1	2	650
4	5	1	7	101
5	3	0	2	740
3	3	0	5	756
2	5	0	1	245
5	3	0	3	276
3	4	1	8	252
1	3	1	7	654
4	5	1	8	814
2	1	0	7	356
2	3	1	3	953
3	1	1	9	889
4	2	0	2	359
5	4	0	7	471
5	4	1	4	133
5	2	0	9	990
2	2	1	3	760
4	2	1	2	240
5	4	0	6	913
5	1	1	4	479
5	1	1	3	380
4	1	1	5	358
3	2	0	2	587
4	5	1	6	174
5	1	1	7	643
3	5	0	2	305
4	2	0	1	193
3	3	1	5	582
4	1	1	1	278
4	4	0	7	766
2	4	1	9	798
1	2	1	9	471
5	5	1	1	706
3	4	1	5	423
2	1	0	6	883
1	3	1	10	177
1	4	1	3	311
